INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1369, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1370, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1371, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1372, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1373, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1374, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1375, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1376, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1377, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1378, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1379, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1380, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1381, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1382, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1383, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1384, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1385, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1386, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1387, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1388, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1389, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1390, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1391, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1392, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1393, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1394, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1395, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1396, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1397, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1398, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1399, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1400, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1401, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1402, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1403, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1404, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1405, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1406, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1407, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1408, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1409, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1410, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1411, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1412, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1413, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1414, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1415, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1416, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1417, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1418, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1419, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1420, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1421, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1422, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1423, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1424, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1425, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1426, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1427, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1428, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1429, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1430, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1431, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1432, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1433, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1434, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1435, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1436, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1437, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1438, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1439, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1440, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1441, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1442, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1443, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1444, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1445, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1446, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1447, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1448, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1449, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1450, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1451, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1452, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1453, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1454, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1455, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1456, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1457, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1458, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1459, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1460, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1461, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1462, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1463, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1464, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1465, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1466, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1467, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1468, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1469, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1470, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1471, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1472, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1473, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1474, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1475, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1476, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1477, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1478, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1479, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1480, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1481, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1482, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1483, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1484, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1485, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1486, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1487, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1488, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1489, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1490, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1491, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1492, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1493, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1494, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1495, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1496, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1497, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1498, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1499, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1500, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1501, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1502, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1503, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1504, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1505, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1506, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1507, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1508, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1509, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1510, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1511, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1512, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1513, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1514, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1515, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1516, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1517, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1518, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1519, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1520, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1521, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1522, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1523, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1524, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1525, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1526, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1527, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1528, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1529, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1530, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1531, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1532, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1533, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1534, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1535, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1536, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1537, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1538, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1539, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1540, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1541, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1542, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1543, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1544, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1545, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1546, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1547, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1548, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1549, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1550, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1551, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1552, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1553, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1554, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1555, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1556, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1557, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1558, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1559, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1560, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1561, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1562, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1563, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1564, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1565, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1566, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1567, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1568, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1569, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1570, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1571, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1572, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1573, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1574, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1575, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1576, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1577, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1578, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1579, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1580, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1581, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1582, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1583, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1584, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1585, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1586, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1587, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1588, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1589, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1590, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1591, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1592, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1593, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1594, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1595, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1596, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1597, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1598, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1599, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1600, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1601, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1602, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1603, '이상욱', '7605281111111');
INSERT INTO PRI_USR (MEMB_NUM, NM, SOC_REG_NUM) VALUES (1604, '이상욱', '7605281111111');
